Common Name,Species Code
Red-stained Woodpecker,reswoo1
Little/Red-stained Woodpecker,y00871
Choco Woodpecker,chowoo1
Yellow-eared Woodpecker,yeewoo1
Veniliornis sp.,venili1
Rufous-winged Woodpecker,ruwwoo1
Stripe-cheeked Woodpecker,stcwoo1
White-throated Woodpecker,whtwoo2
Lita Woodpecker,litwoo1
Yellow-throated Woodpecker,yetwoo1
Golden-green Woodpecker,gogwoo1
Golden-green Woodpecker (Gold-throated),gogwoo2
Golden-green Woodpecker (Bar-throated),gogwoo3
Golden-green Woodpecker (Belem),gogwoo4
Golden-green Woodpecker (Spot-throated),gogwoo5
Golden-green Woodpecker (Golden-green),gogwoo6
Golden-green Woodpecker (Atlantic),gogwoo7
White-browed Woodpecker,whbwoo7
Piculus sp.,piculu1
Golden-olive Woodpecker,goowoo1
Golden-olive Woodpecker (Bronze-winged),goowoo3
Golden-olive Woodpecker (Golden-olive),goowoo2
Golden-olive Woodpecker (rubripileus),goowoo4
Gray-crowned Woodpecker,grcwoo1
Crimson-mantled Woodpecker,crmwoo2
Crimson-mantled Woodpecker (Crimson-mantled),crmwoo1
Crimson-mantled Woodpecker (Black-crowned),crmwoo3
Black-necked Woodpecker,blnwoo1
Spot-breasted Woodpecker,spbwoo1
Green-barred Woodpecker,grbwoo3
Green-barred Woodpecker (Green-barred),gnbwoo3
Green-barred Woodpecker (Golden-breasted),gnbwoo4
Northern Flicker,norfli
Northern Flicker (Cuban),norfli2
Northern Flicker (Grand Cayman I.),norfli3
Northern Flicker (Yellow-shafted),yesfli
Northern Flicker (Red-shafted),resfli
Northern Flicker (intergrade),rxyfli
Northern Flicker (Guatemalan),norfli1
Gilded Flicker,gilfli
Northern/Gilded Flicker,y00323
Fernandina's Flicker,ferfli1
Chilean Flicker,chifli1
Andean Flicker,andfli1
Andean Flicker (Northern),andfli2
Andean Flicker (Southern),andfli3
Campo Flicker,camfli1
Campo Flicker (Campo),camfli2
Campo Flicker (Field),camfli3
Campo Flicker (Campo x Field),camfli4
Cinnamon Woodpecker,cinwoo1
Ringed Woodpecker,rinwoo1
Ringed Woodpecker (Ringed),rinwoo2
Ringed Woodpecker (Amazonian Black-breasted),rinwoo3
Ringed Woodpecker (Atlantic Black-breasted),rinwoo4
Helmeted Woodpecker,helwoo1
Chestnut-colored Woodpecker,chcwoo1
Scale-breasted Woodpecker,scbwoo5
Waved Woodpecker,wavwoo1
Cream-colored Woodpecker,crcwoo2
Rufous-headed Woodpecker,ruhwoo1
Kaempfer's Woodpecker,caawoo1
Chestnut Woodpecker,chewoo2
Pale-crested Woodpecker,pacwoo1
Blond-crested Woodpecker,blcwoo2
Blond-crested Woodpecker (Ochre-backed),blcwoo5
Blond-crested Woodpecker (Blond-crested),blcwoo4
Celeus sp.,celeus1
Lineated Woodpecker,linwoo1
Lineated Woodpecker (Lineated),linwoo7
Lineated Woodpecker (Dusky-winged),linwoo8
Pileated Woodpecker,pilwoo
Black-bodied Woodpecker,blbwoo3
Lineated x Black-bodied Woodpecker (hybrid),x00804
Dryocopus sp.,dryoco1
White-bellied Woodpecker,whbwoo2
Andaman Woodpecker,andwoo1
Black Woodpecker,blawoo1
Powerful Woodpecker,powwoo1
Crimson-bellied Woodpecker,crbwoo1
Crimson-bellied Woodpecker (Splendid),crbwoo4
Crimson-bellied Woodpecker (Crimson-bellied),crbwoo5
Red-necked Woodpecker,renwoo1
Robust Woodpecker,robwoo1
Crimson-crested Woodpecker,crcwoo1
Pale-billed Woodpecker,pabwoo1
Guayaquil Woodpecker,guawoo2
Cream-backed Woodpecker,crbwoo2
Crimson-crested x Cream-backed Woodpecker (hybrid),x00854
Magellanic Woodpecker,magwoo1
Ivory-billed Woodpecker,ivbwoo
Ivory-billed Woodpecker (Northern),ivbwoo3
Ivory-billed Woodpecker (Cuban),ivbwoo4
Imperial Woodpecker,impwoo1
Campephilus sp.,campep1
Lineated Woodpecker/Campephilus sp.,y00679
Banded Woodpecker,banwoo2
Lesser Yellownape,lesyel1
Crimson-winged Woodpecker,crwwoo1
Greater Yellownape,greyel1
Lesser/Greater Yellownape,y00736
Checker-throated Woodpecker,chtwoo1
Checker-throated Woodpecker (Checker-throated),chtwoo2
Checker-throated Woodpecker (Javan),chtwoo3
Streak-breasted Woodpecker,stbwoo3
Laced Woodpecker,lacwoo1
Streak-breasted/Laced Woodpecker,y01034
Streak-throated Woodpecker,sttwoo1
Scaly-bellied Woodpecker,scbwoo1
Japanese Woodpecker,japwoo1
Eurasian Green Woodpecker,grnwoo1
Eurasian Green Woodpecker (Eurasian),grnwoo2
Eurasian Green Woodpecker (Mesopotamian),grnwoo4
Eurasian Green Woodpecker (Iberian),grnwoo3
Eurasian Green Woodpecker (Eurasian x Iberian),eugwoo1
Levaillant's Woodpecker,levwoo1
Red-collared Woodpecker,recwoo2
Black-headed Woodpecker,blhwoo1
Gray-headed Woodpecker,gyfwoo1
Gray-headed Woodpecker (Gray-headed),gyhwoo2
Gray-headed Woodpecker (Black-naped),gyhwoo3
Gray-headed Woodpecker (Sumatran),gyhwoo4
Eurasian Green x Gray-headed Woodpecker (hybrid),x00855
Picus sp.,picus1
Olive-backed Woodpecker,olbwoo2
Himalayan Flameback,himfla1
Common Flameback,comfla1
Spot-throated Flameback,sptfla1
Black-rumped Flameback,blrfla1
Black-rumped Flameback (Black-rumped),bkrfla1
Black-rumped Flameback (Red-backed),bkrfla2
Black-rumped Flameback (Black-rumped x Red-backed),bkrfla3
flameback sp.,flameb1
Pale-headed Woodpecker,pahwoo1
Bamboo Woodpecker,bamwoo1
Pale-headed x Bamboo Woodpecker (hybrid),x00805
Rufous Woodpecker,rufwoo2
Buff-rumped Woodpecker,burwoo1
Buff-rumped Woodpecker (Buff-rumped),burwoo2
Buff-rumped Woodpecker (White-rumped),burwoo3
Black-and-buff Woodpecker,babwoo3
Buff-necked Woodpecker,bunwoo1
Greater Flameback,grefla1
Greater Flameback (Malabar),grefla4
Greater Flameback (Greater),grefla5
Common/Greater Flameback,y00737
Javan Flameback,javfla1
Luzon Flameback,luzfla1
Yellow-faced Flameback,yeffla1
Buff-spotted Flameback,busfla1
Red-headed Flameback,rehfla1
Crimson-backed Flameback,crbfla1
White-naped Woodpecker,whnwoo1
Okinawa Woodpecker,okiwoo1
Maroon Woodpecker,marwoo1
Bay Woodpecker,baywoo1
Orange-backed Woodpecker,orbwoo1
Gray-and-buff Woodpecker,gabwoo3
Gray-and-buff Woodpecker (Gray-and-buff),gabwoo2
Gray-and-buff Woodpecker (Red-crested),gabwoo4
Heart-spotted Woodpecker,heswoo1
Ashy Woodpecker,ashwoo1
Northern Sooty-Woodpecker,soowoo1
Southern Sooty-Woodpecker,sousow1
Great Slaty Woodpecker,grswoo1
woodpecker sp.,woodpe1
Red-legged Seriema,relser1
Black-legged Seriema,bllser1
Barred Forest-Falcon,baffal1
Plumbeous Forest-Falcon,plffal1
Barred/Plumbeous Forest-Falcon,y00872
Lined Forest-Falcon,liffal1
Barred/Lined Forest-Falcon,y00689
Cryptic Forest-Falcon,cryfof1
Slaty-backed Forest-Falcon,sbffal1
Collared Forest-Falcon,coffal1
Buckley's Forest-Falcon,buffal1
forest-falcon sp.,forest1
Black Caracara,blacar1
Red-throated Caracara,retcar2
Carunculated Caracara,carcar1
Mountain Caracara,moucar1
White-throated Caracara,whtcar1
Striated Caracara,strcar1
Crested Caracara,crecar1
Southern Caracara,soucar1
Crested/Southern Caracara,y00678
Guadalupe Caracara,guacar2
Yellow-headed Caracara,yehcar1
Chimango Caracara,chicar1
Laughing Falcon,laufal1
Spot-winged Falconet,spwfal2
Pygmy Falcon,pygfal1
White-rumped Falcon,whrfal1
Collared Falconet,colfal1
Black-thighed Falconet,bltfal1
White-fronted Falconet,whffal1
Philippine Falconet,phifal1
Pied Falconet,piefal2
Lesser Kestrel,leskes1
Eurasian Kestrel,eurkes
Eurasian Kestrel (Eurasian),eurkes2
Eurasian Kestrel (Canary Is.),eurkes3
Eurasian Kestrel (Cape Verde),eurkes4
Eurasian Kestrel (Rufescent),eurkes5
Lesser/Eurasian Kestrel,y00613
Rock Kestrel,eurkes1
Eurasian/Rock Kestrel,y00933
Madagascar Kestrel,madkes1
Mauritius Kestrel,maukes1
Seychelles Kestrel,seykes1
Spotted Kestrel,spokes1
Australian Kestrel,auskes1
Greater Kestrel,grekes1
American Kestrel,amekes
American Kestrel (Northern),amekes1
American Kestrel (Southeastern),amekes7
American Kestrel (Eastern Caribbean),amekes3
American Kestrel (Hispaniolan),amekes4
American Kestrel (Cuban),amekes5
American Kestrel (South American),amekes2
American Kestrel (Juan Fernandez),amekes6
Fox Kestrel,foxkes1
Gray Kestrel,grykes1
Dickinson's Kestrel,dickes1
Banded Kestrel,bankes1
Red-necked Falcon,renfal1
Red-necked Falcon (Asian),renfal2
Red-necked Falcon (African),renfal3
Red-footed Falcon,reffal1
Amur Falcon,amufal1
Eleonora's Falcon,elefal1
Sooty Falcon,soofal1
Merlin,merlin
Merlin (Eurasian),merlin1
Merlin (Pallid),merlin2
Merlin (Taiga),taimer1
Merlin (Prairie),pramer1
Merlin (Black),blkmer1
Eurasian Hobby,eurhob
African Hobby,afrhob1
Oriental Hobby,orihob1
Australian Hobby,aushob1
New Zealand Falcon,nezfal1
Brown Falcon,brofal1
Gray Falcon,gryfal1
Black Falcon,blafal1
Aplomado Falcon,aplfal
Bat Falcon,batfal1
Orange-breasted Falcon,orbfal1
Lanner Falcon,lanfal1
Laggar Falcon,lagfal1
Saker Falcon,sakfal1
Gyrfalcon,gyrfal
Peregrine Falcon,perfal
Peregrine Falcon (North American),perfal1
Peregrine Falcon (Tundra),tupfal1
Peregrine Falcon (Peale's),pepfal1
Peregrine Falcon (South American),perfal2
Peregrine Falcon (Eurasian),perfal4
Peregrine Falcon (Mediterranean),perfal3
Peregrine Falcon (Barbary),barfal1
Peregrine Falcon (Cape Verde),perfal5
Peregrine Falcon (Red-capped),perfal8
Peregrine Falcon (African),perfal6
Peregrine Falcon (Malagasy),perfal7
Peregrine Falcon (Shaheen),perfal9
Peregrine Falcon (Indo-Pacific),perfal10
Peregrine Falcon (Australian),perfal11
Peregrine Falcon (Buff-fronted),perfal12
Prairie Falcon,prafal
Peregrine x Prairie Falcon (hybrid),x00698
Taita Falcon,taifal1
large falcon sp.,larfal
small falcon sp.,smafal
falcon sp.,falcon
diurnal raptor sp.,diurap1
Kea,kea1
Norfolk Island Kaka,noikak1
New Zealand Kaka,nezkak1
Kakapo,kakapo2
Palm Cockatoo,palcoc1
Red-tailed Black-Cockatoo,rtbcoc1
Glossy Black-Cockatoo,glbcoc1
Yellow-tailed Black-Cockatoo,ytbcoc1
Carnaby's Black-Cockatoo,slbblc1
Baudin's Black-Cockatoo,whtblc1
black-cockatoo sp.,black-1
Gang-gang Cockatoo,gagcoc1
Pink Cockatoo,pincoc1
Galah,galah
Long-billed Corella,lobcor1
Western Corella,wescor1
Little Corella,litcor2
Long-billed x Little Corella (hybrid),x00806
Tanimbar Corella,tancoc1
corella sp.,corell1
Philippine Cockatoo,phicoc1
Yellow-crested Cockatoo,yeccoc1
Ducorps's Cockatoo,duccoc1
Sulphur-crested Cockatoo,succoc
Blue-eyed Cockatoo,blecoc1
Salmon-crested Cockatoo,saccoc
White Cockatoo,whicoc1
corella/cockatoo sp.,cacatu1
Cockatiel,cockat
Cockatiel (Domestic type),cockat1
Pesquet's Parrot,pespar1
Greater Vasa-Parrot,vaspar1
Seychelles Parrot,seypar1
Mascarene Parrot,maspar1
Lesser Vasa-Parrot,blapar1
Greater/Lesser Vasa-Parrot,y00873
Yellow-capped Pygmy-Parrot,ycppar1
Geelvink Pygmy-Parrot,geppar1
Buff-faced Pygmy-Parrot,bfppar1
Red-breasted Pygmy-Parrot,rbppar1
Meek's Pygmy-Parrot,meppar1
Finsch's Pygmy-Parrot,fippar1
pygmy-parrot sp.,pygmy-1
Superb Parrot,suppar1
Regent Parrot,regpar1
Princess Parrot,alepar1
Australian King-Parrot,aukpar1
Moluccan King-Parrot,mokpar1
Papuan King-Parrot,pakpar1
Olive-shouldered Parrot,olspar1
Red-winged Parrot,rewpar1
Buru Racquet-tail,burtai1
Golden-mantled Racquet-tail,gmrtai1
Mindanao Racquet-tail,mirtai1
Luzon Racquet-tail,luzrat1
Blue-headed Racquet-tail,bhrtai1
Mindoro Racquet-tail,minrat1
Blue-winged Racquet-tail,bwrtai1
Yellow-breasted Racquet-tail,yebrat1
Green Racquet-tail,grrtai1
Blue-crowned Racquet-tail,bcrtai1
Blue-crowned Racquet-tail (Blue-crowned),bucrat1
Blue-crowned Racquet-tail (Blue-capped),bucrat2
racquet-tail sp.,racque1
Eclectus Parrot,eclpar
Red-cheeked Parrot,recpar2
Blue-collared Parrot,blcpar3
Singing Parrot,sinpar1
Blue-rumped Parrot,blrpar1
Blue-rumped Parrot (Blue-rumped),burpar4
Blue-rumped Parrot (Simeulue),burpar5
Alexandrine Parakeet,alepar2
Seychelles Parakeet,seypar2
Rose-ringed Parakeet,rorpar
Echo Parakeet,maupar1
Slaty-headed Parakeet,slhpar1
Gray-headed Parakeet,gyhpar2
Plum-headed Parakeet,plhpar1
Blossom-headed Parakeet,blhpar3
Malabar Parakeet,malpar1
Layard's Parakeet,laypar1
Derbyan Parakeet,derpar1
Red-breasted Parakeet,rebpar4
Nicobar Parakeet,nicpar1
Newton's Parakeet,newpar2
Long-tailed Parakeet,lotpar2
Psittacula sp.,psitta1
Painted Tiger-Parrot,patpar1
Brehm's Tiger-Parrot,brtpar2
Modest Tiger-Parrot,motpar1
Madarasz's Tiger-Parrot,matpar1
tiger-parrot sp.,tiger-2
Black-lored Parrot,bllpar1
Great-billed Parrot,grbpar1
Blue-naped Parrot,blnpar1
Azure-rumped Parrot,azrpar1
Ground Parrot,gropar1
Ground Parrot (Western),gropar2
Ground Parrot (Eastern),gropar3
Night Parrot,nigpar2
Yellow-billed Lorikeet,yeblor2
Orange-billed Lorikeet,orblor1
Yellow-billed/Orange-billed Lorikeet,y00874
Bourke's Parrot,boupar2
Blue-winged Parrot,blwpar3
Elegant Parrot,elepar1
Rock Parrot,rocpar1
Orange-bellied Parrot,orbpar1
Turquoise Parrot,turpar1
Scarlet-chested Parrot,sccpar1
Neophema sp.,neophe1
Swift Parrot,swipar1
Crimson Shining-Parrot,crspar1
Red Shining-Parrot,respar1
Masked Shining-Parrot,maspar2
Horned Parakeet,horpar2
Ouvea Parakeet,horpar3
Raiatea Parakeet,raipar1
Black-fronted Parakeet,blfpar2
Antipodes Parakeet,antpar1
Red-crowned Parakeet,refpar4
Reischek's Parakeet,reipar1
New Caledonian Parakeet,necpar1
Norfolk Island Parakeet,noipar1
Yellow-crowned Parakeet,yefpar3
Chatham Islands Parakeet,chipar1
Malherbe's Parakeet,malpar2
Cyanoramphus sp.,cyanor1
Australian Ringneck,polpar1
Australian Ringneck (Twenty-eight),polpar3
Australian Ringneck (Port Lincoln),polpar2
Australian Ringneck (Mallee),malrin2
Australian Ringneck (Cloncurry),malrin3
Green Rosella,greros2
Crimson Rosella,criros2
Crimson Rosella (Crimson),criros1
Crimson Rosella (Yellow),yelros1
Crimson Rosella (Crimson x Yellow),criros3
Crimson Rosella (Adelaide),aderos1
Northern Rosella,norros1
Eastern Rosella,easros1
Green x Eastern Rosella (hybrid),x00807
Crimson x Eastern Rosella (hybrid),x00808
Pale-headed Rosella,pahros1
Eastern x Pale-headed Rosella (hybrid),x00707
Western Rosella,wesros1
Greater Bluebonnet,bluebo1
Greater Bluebonnet (Yellow-vented),bluebo2
Greater Bluebonnet (Red-vented),bluebo3
Naretha Bluebonnet,bluebo4
Red-rumped Parrot,rerpar1
Mulga Parrot,mulpar1
Hooded Parrot,hoopar1
Golden-shouldered Parrot,gospar1
Paradise Parrot,parpar2
Red-capped Parrot,recpar1
Orange-breasted Fig-Parrot,obfpar1
Orange-breasted Fig-Parrot (Dusky-cheeked),orbfip1
Orange-breasted Fig-Parrot (Orange-breasted),orbfip2
Orange-breasted Fig-Parrot (Black-fronted),orbfip3
Double-eyed Fig-Parrot,defpar1
Double-eyed Fig-Parrot (Double-eyed),doefip1
Double-eyed Fig-Parrot (Coxen's),doefip2
Large Fig-Parrot,lafpar1
Large Fig-Parrot (Large),larfip1
Large Fig-Parrot (Yellow-naped),larfip2
Large Fig-Parrot (Red-faced),larfip3
Edwards's Fig-Parrot,edfpar1
Salvadori's Fig-Parrot,safpar1
Guaiabero,guaiab1
Budgerigar,budger
Budgerigar (Domestic type),budger1
Plum-faced Lorikeet,plflor1
Palm Lorikeet,pallor1
Red-chinned Lorikeet,reclor1
Meek's Lorikeet,meelor1
Blue-fronted Lorikeet,blflor1
Striated Lorikeet,strlor1
Pygmy Lorikeet,pyglor1
Red-fronted Lorikeet,reflor2
Red-flanked Lorikeet,reflor1
New Caledonian Lorikeet,neclor1
Red-throated Lorikeet,retlor1
Duchess Lorikeet,duclor1
Fairy Lorikeet,failor1
Josephine's Lorikeet,joslor1
Papuan Lorikeet,paplor1
Charmosyna sp.,charmo1
Collared Lory,collor1
Blue-crowned Lorikeet,blclor2
Kuhl's Lorikeet,kuhlor1
Stephen's Lorikeet,stelor1
Blue Lorikeet,blulor1
Ultramarine Lorikeet,ultlor1
Black Lory,blalor1
Brown Lory,brolor1
Yellow-streaked Lory,yeslor1
Cardinal Lory,carlor1
Chattering Lory,chalor1
Purple-bellied Lory,publor1
Purple-naped Lory,punlor1
Black-capped Lory,blclor1
White-naped Lory,whnlor2
Yellow-bibbed Lory,yeblor1
Musk Lorikeet,muslor1
Little Lorikeet,litlor1
Purple-crowned Lorikeet,puclor1
Varied Lorikeet,varlor1
Iris Lorikeet,irilor1
Goldie's Lorikeet,gollor1
Red-and-blue Lory,rablor1
Violet-necked Lory,vinlor1
Red Lory,redlor1
Blue-streaked Lory,blslor1
Black-winged Lory,blwlor1
Blue-eared Lory,blelor1
Dusky Lory,duslor1
Ornate Lorikeet,ornlor1
Rainbow Lorikeet,railor1
Rainbow Lorikeet (Coconut),railor4
Rainbow Lorikeet (Sunset),railor3
Rainbow Lorikeet (Marigold),railor2
Rainbow Lorikeet (Rainbow),railor5
Rainbow Lorikeet (Biak),railor6
Rainbow Lorikeet (Leaf),railor8
Rainbow Lorikeet (Red-collared),railor7
Musk x Rainbow Lorikeet (hybrid),x00809
Olive-headed Lorikeet,olhlor1
Yellow-and-green Lorikeet,yaglor1
Yellow-and-green Lorikeet (Mustard-capped),yaglor2
Yellow-and-green Lorikeet (Yellow-and-green),yaglor3
Mindanao Lorikeet,minlor1
Pohnpei Lorikeet,pohlor1
Scaly-breasted Lorikeet,scblor1
Rainbow x Scaly-breasted Lorikeet (hybrid),x00810
Rainbow/Scaly-breasted Lorikeet,y01035
lorikeet sp. (hybrid),x00856
lorikeet sp.,y00637
Vernal Hanging-Parrot,vehpar1
Sri Lanka Hanging-Parrot,cehpar1
Philippine Hanging-Parrot,phihap1
Camiguin Hanging-Parrot,camhap1
Blue-crowned Hanging-Parrot,bchpar1
Sulawesi Hanging-Parrot,suhpar1
Sula Hanging-Parrot,sulhap1
Moluccan Hanging-Parrot,mohpar1
Sangihe Hanging-Parrot,sahpar2
Papuan Hanging-Parrot,paphap1
Green-fronted Hanging-Parrot,gfhpar1
Pygmy Hanging-Parrot,pyghap1
Yellow-throated Hanging-Parrot,ythpar1
Wallace's Hanging-Parrot,wahpar2
hanging-parrot sp.,hangin1
Black-collared Lovebird,blclov2
Gray-headed Lovebird,gyhlov1
Red-headed Lovebird,rehlov1
Black-winged Lovebird,blwlov1
Rosy-faced Lovebird,peflov
Fischer's Lovebird,fislov1
Yellow-collared Lovebird,yeclov
Fischer's x Yellow-collared Lovebird (hybrid),x00671
Fischer's/Yellow-collared Lovebird,y00791
Lilian's Lovebird,lillov1
Black-cheeked Lovebird,blclov1
lovebird sp.,lovebi1
Gray Parrot,grepar
Gray Parrot (Timneh),grypar1
Gray Parrot (Gray),grypar2
Brown-necked Parrot,brnpar1
Brown-necked Parrot (Brown-necked),bnnpar3
Brown-necked Parrot (Gray-headed),bnnpar4
Brown-necked Parrot (Cape),bnnpar2
Red-fronted Parrot,refpar5
Red-fronted Parrot (Guinean),refpar6
Red-fronted Parrot (Red-fronted),refpar7
Meyer's Parrot,meypar1
Rppell's Parrot,ruepar1
Brown-headed Parrot,brhpar2
Niam-Niam Parrot,ninpar1
Red-bellied Parrot,rebpar1
Senegal Parrot,senpar
Yellow-fronted Parrot,yefpar4
Poicephalus sp.,poicep1
Lilac-tailed Parrotlet,litpar2
Scarlet-shouldered Parrotlet,scspar1
Red-fronted Parrotlet,refpar1
Blue-fronted Parrotlet,bufpar1
Sapphire-rumped Parrotlet,sarpar2
Brown-backed Parrotlet,brbpar1
Golden-tailed Parrotlet,gotpar2
Spot-winged Parrotlet,spwpar2
Touit sp.,touit1
Gray-hooded Parakeet,gyhpar1
Mountain Parakeet,moupar2
Barred Parakeet,barpar1
Rufous-fronted Parakeet,rufpar1
Andean Parakeet,andpar1
Barred/Andean Parakeet,y00875
Tepui Parrotlet,teppar1
Amazonian Parrotlet,amapar1
Monk Parakeet,monpar
Monk Parakeet (Monk),monpar1
Monk Parakeet (Cliff),monpar2
Tui Parakeet,tuipar1
Plain Parakeet,plapar1
White-winged Parakeet,whwpar
Yellow-chevroned Parakeet,yecpar
White-winged x Yellow-chevroned Parakeet (hybrid),wwxpar1
White-winged/Yellow-chevroned Parakeet,y00483
Gray-cheeked Parakeet,gycpar1
Orange-chinned Parakeet,orcpar
Cobalt-winged Parakeet,cowpar1
Golden-winged Parakeet,gowpar2
Brotogeris sp.,brotog1
Pileated Parrot,recpar3
Blue-bellied Parrot,blbpar4
Rusty-faced Parrot,rufpar2
Indigo-winged Parrot,inwpar1
Red-faced Parrot,refpar2
Black-winged Parrot,blwpar1
Brown-hooded Parrot,brhpar1
Rose-faced Parrot,rofpar2
Saffron-headed Parrot,sahpar1
Orange-cheeked Parrot,orcpar2
Caica Parrot,caipar2
Bald Parrot,balpar1
Vulturine Parrot,vulpar1
Pyrilia sp.,pyrili1
Dusky Parrot,duspar1
Red-billed Parrot,rebpar2
Scaly-headed Parrot,schpar1
Speckle-faced Parrot,spfpar1
Speckle-faced Parrot (White-capped),spfpar2
Speckle-faced Parrot (Plum-crowned),spfpar3
Blue-headed Parrot,blhpar1
Blue-headed Parrot (Blue-headed),buhpar1
Blue-headed Parrot (Reichenow's),buhpar2
White-crowned Parrot,whcpar
Bronze-winged Parrot,brwpar1
Pionus sp.,pionus1
Short-tailed Parrot,shtpar2
Yellow-faced Parrot,yefpar5
Festive Parrot,fespar1
Festive Parrot (Northern),fespar2
Festive Parrot (Southern),fespar3
Vinaceous-breasted Parrot,vinpar1
Tucuman Parrot,tucpar1
Red-spectacled Parrot,respar2
Red-crowned Parrot,recpar
Lilac-crowned Parrot,licpar
Red-lored Parrot,relpar
Red-lored Parrot (Yellow-cheeked),relpar2
Red-lored Parrot (Salvin's),relpar3
Red-lored Parrot (Diademed),relpar4
Red-crowned x Red-lored Parrot (hybrid),x00857
Blue-cheeked Parrot,blcpar2
Red-browed Parrot,rebpar7
Red-necked Parrot,renpar1
St. Lucia Parrot,stlpar1
Yellow-naped Parrot,yenpar1
Yellow-headed Parrot,yehpar
Yellow-headed Parrot (Tres Marias Is.),yehpar2
Yellow-headed Parrot (Mainland),yehpar1
Yellow-crowned Parrot,ywcpar
Yellow-shouldered Parrot,yespar1
